"LOAN","MORTDUE","VALUE","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","Default","Loan_Reason"
"1386.5660014","7535.3038323","13209.702579","Mgr","6.7268786871","           2","           6","       122.9","           1","          22","           .","Yes","Home Improvement"
"        2200","       23030","           .","","          19","           .","           .","           .","           .","           .","3.7113122995","Yes","Debt Consolidation"
"929.95583621","       28192","       40150","Other","3.0139823353","           0","           0","        54.6","           1","          16","           .","Yes","Home Improvement"
"1056.8095424","  66507.6733","      120953","Office","           2","           0","           0","90.992533467","           0","          13","31.588503178","No","Home Improvement"
"        2300","23078.650639","19938.052192","Other"," 0.265977481","           0","           1","122.26666667","           1","          14","           .","Yes","Home Improvement"
"1719.6797968","       50000","       73395","ProfExe","           5","           1","           0","           .","           1","           0","           .","Yes","Home Improvement"
"1574.0860928","11215.632558","       40800","Mgr","9.9767915839","           0","           0","        67.2","           2","          22","           .","Yes","Home Improvement"
"986.14889951","17294.330799","           .","Mgr","          22","           .","           2","121.73333333","           0","          10","           .","Yes","Home Improvement"
"        2400","           .","       17180","Other","           .","           0","           0","14.566666667","           3","           4","           .","Yes","Home Improvement"
"1262.5967285","30757.794562","       47471","Mgr","11.940308388","           0","           0","70.491080032","           1","          21","38.263600731","Yes","Home Improvement"
"1926.6316102","29007.394105","68817.827132","Office","           4","           0","           0","93.811774855","           0","          13","29.681827045","No","Home Improvement"
"        2500","       15000","       20200","","          18","           0","           0","136.06666667","           1","          19","           .","Yes","Home Improvement"
" 1800.835279","25080.967024","21452.417102","Other","          10","           1","           2","276.96666667","           0","           9","           .","Yes","Home Improvement"
"2411.2547491","5529.1563435","36463.178292","Self","           .","           0","           0","         208","           0","          12","           .","No","Home Improvement"
"        2500","66455.884426","       78600","ProfExe","6.2936736375","           0","           0","255.73333333","           0","          12","           .","No","Home Improvement"
"        2800","       50795","       63100","Self","12.531691329","           2","          15","145.63333333","           3","          45","           .","Yes","Home Improvement"
"491.93368204","        4000","46944.714072","Other","8.9144593593","           4","           0","112.63333333","           2","           9","           .","Yes","Home Improvement"
"        2900","15212.263214","11189.659398","ProfExe","5.2756458322","           1","           0","165.33333333","           2","          26","           .","Yes",""
"2263.2771729","      103949","      112505","Office","0.4304454697","           0","           0"," 96.10232967","           0","          13","30.051136286","No","Home Improvement"
"2350.1307236","      104373","      120702","Office","1.5783937581","           0","           0","101.54029753","           0","          13","29.915859028","No","Home Improvement"
" 2828.595929","        7750","48340.223078","Other","          16","           3","           0","122.20466276","           2","           8","36.211347998","Yes","Home Improvement"
"        2900","27716.638656","       70915","Mgr","1.3813926184","           0","           0","282.80165924","           3","          37"," 49.20639579","Yes",""
"62.060794356","      104570","      121729","Office","           2","           0","           0","85.884371895","           0","          14","32.059783267","Yes","Home Improvement"
"2889.8992594","        7000","20214.841962","Other","           3","           0","           0","        50.8","           5","           9","           .","Yes","Home Improvement"
"        3000","           .","3955.9788953","Other","0.0393625666","           0","           1","77.766666667","           0","           3","           .","Yes","Home Improvement"
"        3000","           .","20080.639144","Other","           1","           0","           1","        23.3","           1","           2","           .","Yes","Home Improvement"
"508.45156354","      119826","33976.379224","Other","6.8757872427","           0","           0","130.03335846","           0","          27","           .","Yes","Home Improvement"
"168.17919778"," 9458.791292","25140.391773","Other","0.5503341949","           0","           0","187.06666667","           0","          12","           .","Yes",""
"927.47885684","           .","3903.9395339","Other","           3","           0","           0","         9.3","          14","           2","           .","Yes","Home Improvement"
"953.98976046","           .","       14100","Other","           1","           0","           0","       104.2","           0","          19","           .","Yes","Home Improvement"
"2131.7325738","       47000","69640.402201","ProfExe","3.6614074482","           0","           1","262.16666667","           5","          26","           .","Yes","Home Improvement"
"        3000","       34542","45295.475704","Mgr","         8.5","           0","           2","62.366666667","           0","          10","           .","Yes","Home Improvement"
"        3000","       58000","46777.202768","Mgr","          10","           .","           2","211.93333333","           0","          25","           .","No","Home Improvement"
"        3000","8973.5670462","50633.966056","Office","          21","           0","           0","201.86666667","           0","          20","           .","No","Home Improvement"
"2232.0980014","       39589","       36100","Other","0.9542096234","           0","           0","153.16666667","           1","          14","           .","Yes","Home Improvement"
"2479.8840907","           .","32895.968381","","           .","           .","           .","           .","           .","           .","           .","No","Debt Consolidation"
"        3200","       67848","30466.417723","Mgr","          10","           .","           1","206.42660206","           0","          25","40.115677278","No","Home Improvement"
" 2064.536863","17116.177552","57671.938248","ProfExe","7.1701937482","           0","           4","122.03333333","           1","          25","           .","Yes","Home Improvement"
"        3200","       27200","38158.485234","Other","           .","           0","           0","298.13156403","           0","           7","35.553538789","Yes","Home Improvement"
"2077.9836322","       54000","       64850","Other"," 0.576954426","           0","           0","121.86666667","           3","          21","           .","No","Home Improvement"
"        3200","15289.285973","       87266","ProfExe","2.8916487698","           0","           0","250.63126922","           0","          12","42.909997351","No","Home Improvement"
"1324.5652697","       23159","           .","Mgr","          20","           .","           2","117.80574784","           0","           9","0.5244992154","Yes","Home Improvement"
"2682.4138352","138.22507193","      134527","Sales","7.7624569148","           1","           0","         139","           0","          36","           .","Yes","Home Improvement"
"        3300","      130518","80948.823428","Other","7.3777384639","           0","           6","192.28914897","           0","          33"," 35.73055919","Yes",""
"        3400","       37000","       52000","Office","           2","           0","           1","183.29991561","           0","           6","           .","Yes","Home Improvement"
"        3500","16502.317263","25231.764204","Other","5.2905771194","           0","           0","162.36666667","           0","          14","           .","Yes","Home Improvement"
"353.49492582","       19400","       20494","Other","3.2550280649","           0","           0","95.933333333","           0","           9","           .","Yes","Home Improvement"
"3284.7127658","       61584","26958.783681","ProfExe","          10","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"2199.9577894","       41900","       52490","Mgr","1.8289600116","           0","           0","72.033333333","           2","           4","           .","Yes","Home Improvement"
"2584.0831921","       83700","30074.934734","ProfExe","           6","           0","           0","192.73333333","           1","          28","           .","No","Home Improvement"
"2746.5410048","       61327","       76484","Mgr","           9","           .","           2","202.51077515","           0","          25","41.516389699","Yes","Home Improvement"
"2663.5693717","4444.8970713","      114743","Office","           6","           0","           0","88.470452135","           0","          14","29.393543382","Yes","Home Improvement"
"3346.0444455","4923.5755134","18656.238137","Office","          13","           1","           4","        97.4","           0","          17","           .","Yes",""
"        3600","31395.486624","1803.9503561","Office","          20","           0","           0","204.27249884","           0","          20","20.470915508","No","Home Improvement"
"1956.6603969","       17857","17507.102657","Other","4.5202384328","           0","           0","129.71732313","           1","           9","26.634347518","Yes","Home Improvement"
"716.94489108","1852.4291359","45526.348542","Mgr","         1.6","           1","           6","252.63333333","           1","          25","           .","Yes","Home Improvement"
"3637.7487639","20542.494908","1798.9852164","Office","12.988073552","           0","           0","203.75153358","           0","          20","20.067042051","No","Home Improvement"
" 1224.789627","           .","       73189","","           .","           .","           .","           .","           .","           .","22.253949156","No","Debt Consolidation"
"75.774907449","150.54619941","42890.003729","Self","           .","           0","           0","204.64799167","           0","          11","42.173165882","No","Home Improvement"
"        3900","1318.1094056","       45960","Other","1.2966607284","           0","           0","146.12324219","           0","          14","24.478881191","Yes","Home Improvement"
"2186.3036085","       14500","  18839.2594","Other","2.5836520277","           0","           1","       150.3","           5","           8","           .","Yes","Home Improvement"
" 230.3044012","43010.638005","       63000","ProfExe","4.5384330845","           0","           4","171.66666667","           1","          31","           .","No",""
"        3900","      102143","      118742","Office","1.3413900581","           0","           0","85.277365579","           0","          13","29.343921089","No","Home Improvement"
"2728.7521305","       21200","       39000","Mgr","           4","           0","           1","86.566666667","           2","          14","           .","Yes",""
"3746.1362629","46430.990402","33609.023249","Office","           1","           0","           0","94.724874167","           0","          13","29.390928055","No","Home Improvement"
"3755.0266719","       54543","       61777","Office","11.575208046","           0","           0","205.58668003","           0","          19","21.806563464","No","Home Improvement"
"        4000","           .","       80609","Other","         1.5","           0","           2","126.53333333","           3","          12","           .","No","Home Improvement"
"        4000","       26572","524.18555485","Office","          11","           0","           0","117.79510387","           0","           8","41.286491948","Yes","Home Improvement"
"2454.7844596","7428.1122984","       52012","ProfExe","          22","           3","           1","85.333333333","           1","           9","           .","Yes","Home Improvement"
" 2789.056511"," 5947.227159","28617.191922","Other","4.0277593471","           0","           0","92.133333333","           1","          26","           .","No",""
"2.5880113256","17681.204317","56856.922283","Other"," 0.044755637","           0","           3","136.13333333","           0","          15","           .","Yes","Home Improvement"
"856.98459524","9447.1132352","66005.503653","Other"," 2.605495377","           0","           1","168.66666667","           0","          18","           .","Yes","Home Improvement"
"2188.9676741","  5064.32618","12118.620562","Other","           .","           0","           0","        12.2","           0","          17","           .","Yes",""
"        4000","       45000","       58350","Mgr","0.2977466447","           0","           0","         162","           3","          16","           .","Yes","Home Improvement"
"        4000","1690.4842927","9355.9429176","Other","          18","           0","           1","        85.8","           2","          23","           .","Yes","Home Improvement"
"405.14497478","       66000","41146.419302","Other"," 0.785211061","           2","           0","         279","           1","           6","           .","No","Home Improvement"
"        4000","           .","25181.962716","","           0","           0","           0","           .","           0","           0","           .","No","Home Improvement"
"773.65110664","       62000","       78000","Other","1.5643286694","           0","           0","109.56666667","           0","          15","           .","No","Home Improvement"
"1505.9133719","24145.826208","       63990","Sales","0.4589778397","           2","           0","       160.3","           1","          23","           .","No","Home Improvement"
"3802.3142162","63859.117119","       93000","ProfExe","         2.6","           1","           3","186.63333333","           .","           9","           .","Yes","Home Improvement"
"3076.1385314","       55000","34623.352972","Other","          12","           2","           0","       146.1","           0","          22","           .","Yes",""
"        4000","4834.1303452","46285.396969","Mgr","          11","           .","           1","212.34930388","           0","          25","39.128717628","No","Home Improvement"
"2276.9335985","       67533","10935.829284","Mgr","          10","           .","           2","227.79298841","           0","          25","39.166328703","No","Home Improvement"
"        4100","           .","3818.8899767","Other","           0","           0","           0","100.77465221","           0","          19","33.840919904","Yes","Home Improvement"
"291.52275105","15102.129994","42847.473395","Other","           8","           1","           2","63.933333333","           2","          15","           .","Yes","Home Improvement"
"        4100","       57992","       63797","ProfExe","           7","           0","           4","165.50503695","           1","          31"," 22.27817437","No",""
"        4200","       56544","       59218","Office","          19","           0","           0","211.00259912","           1","          20","19.027704425","No","Home Improvement"
"2905.7834515","       34800","26367.038713","Other","0.8594059706","           1","           0","        93.5","           1","           5","           .","Yes","Home Improvement"
"3148.2641473","       67700","52925.951192","Sales"," 0.920047699","           0","           0","128.83333333","           0","          31","           .","No",""
"1456.5472077","       44000","42885.608552","","           6","           .","           1","75.433333333","           .","          16","           .","Yes",""
" 1171.384365","       66272","7769.1495967","Other","           3","           0","           0","110.27866259","           0","          15","43.450587911","No","Home Improvement"
"2790.8607643","       50216","35567.834605","Office","6.1847644882","           0","           0","209.87130224","           0","          19"," 20.20803267","No","Home Improvement"
"        4300","2638.4755774","       78698","Sales","           3","           0","           0","129.93286902","           0","          31","34.181376516","Yes",""
"        4300","       68815","51476.271124","Other","4.3438158288","           0","           0","105.12070881","           0","          14","41.806376152","No","Home Improvement"
" 3122.190033","       72021","       80027","Other","0.3788968447","           2","           0","263.97030029","           0","           5","36.432093937","No","Home Improvement"
"3291.7616288","       53969"," 12132.47394","ProfExe","1.8534033344","           0","           3","162.39001067","           0","          30","23.581079239","No",""
"58.204057095","           .","       60250","","           .","           .","           .","           .","           .","           .","           .","No","Debt Consolidation"
"        4400","23047.215169","41531.423728","Office","          14","           1","           3"," 89.86105825","           0","          17","39.158084834","Yes",""
"        4500","40206.230611","       79087","Other","2.9302068199","           1","           0","81.349065098","           0","          15"," 40.70530876","No","Home Improvement"
"847.01720758","           .","       77182","","           .","           .","           .","           .","           .","           .","25.227252904","No","Debt Consolidation"
"3769.4985786","       39000","       66000","Other","           1","           0","           0","170.36666667","           1","          19","           .","Yes","Home Improvement"
"        4500","       71082","  18350.0292","Other","2.1279892205","           0","           0","118.76041007","           0","          14","41.421110521","No","Home Improvement"
"3254.2942612","           .","       49044","","           0","           0","           0","           .","           0","           0","11.652738796","No","Home Improvement"
"        4500","       57000","           .","Other","0.9851532667","           .","           .","       222.6","           1","          13","           .","Yes","Home Improvement"
"3482.5585193","14920.638174","       46000","Mgr","0.4153914002","           0","           1","       122.6","           2","          22","           .","Yes","Home Improvement"
"1938.5855766","       66517","22227.073683","ProfExe","6.1386006028","           0","           4","       125.8","           0","          34","           .","No",""
"        4500","11691.857108","43566.683048","Other","5.0979917017","           0","           0","86.166666667","           0","          18","           .","No","Home Improvement"
"1162.9026146","24345.205077","      146870","ProfExe","0.3582243886","           2","           0","203.86666667","           1","          20","           .","Yes","Home Improvement"
"        4500","       90000"," 91920.84753","Other","           6","           2","           3","        80.1","           3","          10","           .","Yes","Home Improvement"
"        4700","67617.187061","5833.2308748","Mgr","0.4581066679","           0","           0","142.82439151","           0","          24","35.226997192","No","Debt Consolidation"
"3867.6406955","       71855","12043.584792","Other","1.6262313014","           2","           0","283.95953809","           0","           5","36.475473283","No","Home Improvement"
"3889.7842548","21992.935632","50614.836132","","2.9112794143","           .","           0"," 54.13647743","           .","          15","34.416507811","No",""
"        4700","       49100","56280.321923","ProfExe","         0.1","           0","           0","        61.8","           2","          17","           .","Yes","Home Improvement"
"1577.7380615","       88026","26171.873054","ProfExe","2.8510755426","           0","           0","182.24833156","           0","          27"," 29.20902258","No","Home Improvement"
"2638.2735961","       26900","22019.697345","ProfExe","           9","           1","           2","90.466666667","           1","          16","           .","Yes","Home Improvement"
"4226.5810554","25898.371793","       97191","Mgr","2.5110023881","           0","           0","137.31972481","           0","          23","34.275293777","No","Debt Consolidation"
"        4800","       56067","40932.018518","ProfExe","           9","           0","           3","160.14631128","           1","          30","21.583760121","No",""
"2063.7400108","62546.021244","       88342","ProfExe","4.9658968397","           0","           0","275.03239483","           0","          11","43.717635112","No","Home Improvement"
"2460.8855932","       58688","       63348","ProfExe","           9","           0","           3","179.16257471","           2","          31","22.544392837","No",""
"3319.6130937","       65873","       90408","Mgr","           2","           0","           0","141.85899895","           0","          23"," 37.76961861","No","Debt Consolidation"
"4103.2536819","6365.4762237","13319.325448","Other","           5","           0","           0","101.74676644","           0","           8","33.243156978","Yes","Home Improvement"
"4012.0672504","14017.430726","       84630","Other","3.1313228603","           0","           0","112.57341888","           0","          15","41.673996362","No","Home Improvement"
"3566.0587624","36360.271366","58668.363004","Other","          10","           0","           0","        81.5","           3","          13","           .","No","Home Improvement"
"1801.8076134","           .","     28437.5","","           .","           .","           .","           .","           .","           .","           .","No","Home Improvement"
"3595.6699241","128058.50942","      245300","Sales","           .","           0","           0","131.93333333","           0","          22","           .","No",""
"2174.4348835","       65576","52798.493736","Other","5.8505110284","           1","           2"," 61.64250608","           1","          14","40.590910018","No","Home Improvement"
"        4900","       57461","22889.491375","ProfExe","6.2616566412","           0","           4","183.63561323","           0","          30","22.795423552","No",""
"3798.4954242","           .","       69706","","           .","           .","           .","           .","           .","           .","33.705587738","No","Debt Consolidation"
"        5000","           .","5098.9792374","","           .","           .","           .","           .","           .","           .","33.354652626","No","Home Improvement"
"1066.8292111","36602.079018","       61690","","0.3422871466","           .","           0","65.032969007","           .","          16","36.699414922","No",""
"        5000"," 48736.40112","1101.8236003","Other","2.0746808118","           0","           0","122.59722258","           0","          15","40.616779346","Yes","Home Improvement"
" 2180.823736","3059.9309655","       53448","Self","           .","           0","           0","207.14348133","           0","          12","44.107951691","No","Home Improvement"
"        5000","33820.678992","49163.642668","ProfExe","           7","           0","           0","193.63644686","           0","          28","25.897316482","No","Home Improvement"
"4602.9215956","8236.0169761","20533.104096","Other","8.5427988873","           0","           0","        65.7","           1","           5","           .","Yes","Home Improvement"
"        5000","       40000","20784.960823","Mgr","         0.4","           0","           0","61.766666667","           2","           8","           .","Yes","Home Improvement"
"        5000","      100882"," 87221.32325","Mgr","           5","           0","           1","58.866666667","           0","          16","           .","Yes","Home Improvement"
"        5000","11303.219056","       47350","ProfExe","9.1009075181","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"255.66612615"," 45283.93922"," 62341.95379","Office","1.3241836207","           0","           0","       100.3","           0","          14","           .","Yes","Home Improvement"
"        5000","      100000","7545.8006108","Mgr","12.200512502","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"        5000","           .","102900.44713","Other","6.4264900593","           0","           2","       121.9","           0","          14","           .","Yes","Home Improvement"
"        5000","           .","1800.0821014","Other","0.2856682033","           0","           0","54.733333333","           2","           8","           .","Yes","Home Improvement"
"2220.1907366","10591.434905","4214.2671047","Other","           6","           0","           0","          57","           1","           9","           .","Yes","Home Improvement"
"        5000","           .","       71277","Other","  1.85042956","           0","           0","72.433333333","           1","          12","           .","Yes","Home Improvement"
"        5000","48087.665913","150146.66644","Mgr","           9","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"        5000","14111.199963","       25250","Other","           6","           0","           0","        88.7","           1","           3","           .","Yes","Home Improvement"
"1361.2756861","           .","11863.701325","Other","           .","           0","           1","285.33333333","           0","           6","           .","Yes","Home Improvement"
"        5000","1052.9808945","1872.3247489","Other","3.1690208219","           0","           0","74.633333333","           3","           9","           .","No","Home Improvement"
"        5000","4353.6814127","14525.725153","Self","1.2827773179","           0","           1","335.03333333","           3","          42","           .","Yes","Home Improvement"
"        5000","           .","27879.679628","Other","0.9002851517","           .","           .","           .","           .","           .","           .","No","Home Improvement"
"4208.5013884","           .","22393.371386","Other","1.1051565055","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"3650.3934388","       73126","       87500","Other","           1","           0","           0","125.96666667","           2","          10","           .","Yes",""
"2476.8123531","2479.3067293","       86250","Mgr","          19","           0","           1","300.36666667","           1","          24","           .","No",""
"        5000","       26037","30513.171547","ProfExe","          12","           0","           0","182.63333333","           0","          13","           .","No","Home Improvement"
"        5000","       39000","       50340","Office","          10","           .","           .","179.83333333","           .","          19","           .","No","Home Improvement"
"        5000","           .","25577.140123","Other","1.2891325181","           0","           0","276.96666667","           1","          14","           .","No",""
"2819.8119802","       70470","       77908","","1.9082797048","           .","           .","           .","           .","           .","           .","No",""
"        5000","           .","6358.9373825","Other","           3","           0","           0","       266.8","           1","          26","           .","No","Home Improvement"
"2514.3319892","       74225","       89640","ProfExe","0.2658172544","           .","           .","           .","           .","           .","           .","No",""
"        5000","           .","       65400","Office","         1.5","           0","           0","51.766666667","           0","           4","           .","No","Home Improvement"
"1296.9973876","           .","2890.1628989","Other","           .","           0","           3","107.13333333","          10","           5","           .","Yes","Home Improvement"
" 3284.895999","       78565","7811.9838556","ProfExe"," 6.917886808","           0","           0","51.766666667","           3","          14","           .","No",""
"1560.6072762","       59900","3018.9504354","ProfExe"," 5.317569906","           0","           0","219.13333333","           1","          18","           .","No",""
"        5000","       10171","       26809","Office","8.0984960073","           3","           6","       228.3","           0","          24","           .","Yes","Home Improvement"
"3260.0538122"," 47156.71038","66902.541579","Mgr","4.8850357704","           0","           0","       133.9","           1","          34","           .","Yes","Home Improvement"
"3056.5079386","41102.068228","106476.54417","Mgr","3.9161564158","           5","           3","122.76666667","           5","          28","           .","Yes","Home Improvement"
"        5000","       68000","19743.625481","ProfExe","0.0618869608","           0","           0","131.86666667","           0","          30","           .","Yes",""
"4103.2065703","       71571","       85100","ProfExe","         1.4","           0","           1","82.133333333","           0","          13","           .","Yes",""
"        5000","1114.4764559","23688.457738","Other","           2","           1","           0","       222.2","           1","           6","           .","Yes",""
"2824.0288854","       40000","29013.432448","Other","7.9544679485","           3","           2","163.36666667","           1","          16","           .","Yes","Home Improvement"
" 3021.201672","       81748","           .","ProfExe","1.7283330838","           1","           2","144.06666667","           2","          17","           .","No",""
"        5000","       44674","       59375","Office","8.6732502834","           .","           ."," 178.6925087","           .","          19","26.448197463","Yes","Home Improvement"
"2201.3563138","21707.961814","49116.147549","Other","           5","           0","           0","        97.1","           0","          23","           .","Yes","Home Improvement"
"        5000","       80153","       97275","Other","           1","           0","           0","120.67506316","           2","          10","37.512708409","No",""
"        5000","       68739","26915.557473","Mgr","0.4138330028","           0","           0","148.72040469","           0","          23","36.669278612","No","Debt Consolidation"
"2151.3801078","31373.757086","       55320","","2.6384930441","           .","           1","69.107465597","           .","          15","35.025072968","No",""
"        5000","       46696","23227.388324","Other","1.4586579443","           1","           2","148.34064549","           0","          14","46.489874001","Yes","Home Improvement"
" 3623.346425","           .","1097.1832399","Other","           2","           0","           0"," 257.6522064","           0","          26","40.952588884","No","Home Improvement"
"1553.0498263","       66435","26686.586594","Other","           2","           0","           0","125.13062556","           0","          14","42.183538672","No","Home Improvement"
"3430.2485864","      179725","251684.85447","Sales","           .","           0","           0","127.49881344","           0","          22","40.308259362","No",""
"2205.0419143","       85583","      115341","ProfExe"," 2.349461944","           0","           0","177.95825512","           1","          28","26.257970132","No","Home Improvement"
"        5100","       72891","       80691","Other","           1","           1","           0","273.88170516","           0","           6","39.852146515","No","Home Improvement"
"766.85016335","       30755","7209.4411564","Other","          10","           0","           0","          69","           0","          17","           .","Yes","Home Improvement"
"        5100","           .","       26715","Other","0.4459915466","           0","           0","258.78929762","           0","          14","26.722343337","No",""
"        5100","       87258","      121382","ProfExe","1.3892164842","           0","           0","181.66304016","           0","          28","25.444759149","No","Home Improvement"
"        5100","           .","       28291","Other","1.3909349597","           0","           0","277.94456081","           1","          14","23.644691283","No",""
"1320.6234305","9104.7260682","21733.445386","Other","          11","           0","           0","        21.2","           0","           2","           .","No","Home Improvement"
"  2672.74671","34086.744809","86063.711191","Other","9.3442788391","           .","           .","417.63333333","           2","          50","           .","Yes","Home Improvement"
"        5100","8673.3488844","       34000","Other","           0","           1","           2","86.233333333","           2","          13","           .","No",""
"        5100","      129319","      141875","Sales","           7","           1","           0","157.85980209","           0","          36","25.650741224","No","Home Improvement"
"        5100","64832.381555","51900.374522","Other","           0","           2","           0","290.03410799","           0","           6","38.766985071","Yes","Home Improvement"
"        5100","       73882","12313.344739","Other","           0","           0","           0","125.78740011","           1","          10","34.446079222","Yes",""
"1790.9767362","       74071","       97064","Other","           0","           0","           0"," 121.0759726","           2","           9","36.401729548","No",""
"        5100","50139.086508","       79784","Other","0.8630612646","           0","           0","108.07259081","           0","          15","43.290139816","No","Home Improvement"
"        5200","           .","29239.410975","Other","1.2438999243","           0","           0","266.81346457","           1","          14","23.797401058","No",""
"        5200","       67000","1926.5326191","Other","5.6456663938","           0","           1","       119.7","           0","          25","           .","No","Home Improvement"
"2310.4008076","16430.385478","43466.667009","Office","          11","           .","           .","184.29668729","           .","          19","24.414763177","No","Home Improvement"
"        5200","4290.0720687","       26000","Other","           0","           1","           0","        17.2","          10","           7","           .","No",""
"4634.9950791","           .","4098.9499053","Other","  0.67123972","           0","           1","        81.1","           1","           2","           .","Yes",""
"        5200","24556.194815","13032.206354","Office","1.1425695983","           0","           0","123.76666667","           1","          12","           .","No","Home Improvement"
"        5200","       16324","19174.680181","Self","           .","           0","           0","221.11808171","           0","          11","42.712093844","No","Home Improvement"
"195.54464994","       40564"," 29209.59676","Other","           0","           0","           0","157.77103572","           1","          13","72.670433313","No","Home Improvement"
"        5300","53066.465806","6925.6450345","","           4","           .","           .","           .","           .","           .","19.131201179","No",""
" 1799.546127","3465.6714999","21906.914487","Sales","           4","           1","           0","175.32870382","           1","          22","40.442570389","No","Home Improvement"
"5059.4820806","4030.9516151","       36078","Other","           .","           0","           0","302.35870946","           0","           8","39.196985402","Yes","Home Improvement"
"3392.7530424","           .","       49396","","           0","           0","           0","           .","           0","           0","12.043670576","No","Home Improvement"
"        5300","       44993","       50673","Office","           7","           .","           .","184.74276716","           .","          18","27.906122726","No","Home Improvement"
"1586.5126892","       51000","       64000","Mgr","          10","           1","           0","98.333333333","           0","          12","           .","Yes","Home Improvement"
"        5300","       75958","26497.873389","Other","           0","           0","           0"," 124.1821788","           1","          10","34.599060194","No",""
"        5300","2551.7124411","      117343","Office","          22","           0","           0","109.93390789","           1","          11","  35.8385427","No","Home Improvement"
"4468.2594515","39024.967532","17256.272728","Mgr","4.8553887125","           .","           1","212.89174607","           0","          25","38.591494028","No","Home Improvement"
"3609.2140404","       83552","       96809","ProfExe","           0","           .","           .","           .","           .","           .","28.423961906","No",""
"        5300","35292.092664","19848.101735","Office","8.5154002619","           0","           0","208.16271401","           0","          20","19.762113701","No","Home Improvement"
"888.24679241","3515.7637089","39165.367151","Office","12.267076478","           0","           0","197.24195728","           0","          20","19.350505633","No","Home Improvement"
" 1310.937632","       53429","       64505","","0.9116117009","           .","           0","69.542430107","           .","          16","36.480236299","No",""
"        5400","           .","       65474","Office","0.0668103807","           0","           0","40.709849004","           0","           4","37.848771035","No","Home Improvement"
" 2466.312353","27617.633545","25201.781572","Office","           8","           .","           .","189.03430464","           .","          18","24.701136262","Yes","Home Improvement"
"        5400","44204.936551","23449.036859","Sales","1.0052056951","           0","           0","        95.6","           0","          22","           .","Yes",""
"        5400","1037.1504685","32329.261968","ProfExe","3.5808728838","           0","           1","       199.9","           1","          20","           .","Yes","Home Improvement"
"1487.2759811","       86922","63691.137586","ProfExe","  0.52295208","           0","           0","185.07634726","           1","          28","26.354889295","No","Home Improvement"
"        5400","6749.5344104","2312.3209512","Sales","1.3749221095","           0","           0","136.63294416","           0","          30"," 32.05002349","No",""
"        5400","20410.929028","2595.3280885","Other","           4","           0","           0"," 122.9402886","           0","          15","44.092325682","No","Home Improvement"
" 1024.495384","           .","       75254","","           .","           .","           .","           .","           .","           .","23.163742947","No","Debt Consolidation"
"1415.4973295","       78300","       88000","ProfExe","5.5952826206","           0","           0","       102.5","           3","          19","           .","Yes","Home Improvement"
"125.76499885","       48152","8788.2517937","","2.6655734641","           .","           0","78.452125766","           .","          16","35.763637997","Yes",""
"        5500","8782.2584588","30579.780092","Other"," 2.772705817","           0","           1","116.59197688","           0","          24","37.612682724","No","Home Improvement"
"        5500","           .","       35402","","           .","           .","           .","           .","           .","           .","35.272073735","No","Home Improvement"
